address,area,constraction_year,rooms,bedrooms,bathrooms,balcony,storage,parking,furnished,garage,garden,energy,facilities,zip,neighborhood,rent
1017 RK Amsterdam (Leidsebuurt Noordoost),50.0,1975,2,1,1,no,no,no,yes,no,Not present,None,"Lift, Bath",1017 RK,Leidsebuurt Noordoost,1700
1017 RK Amsterdam (Leidsebuurt Noordoost),52.0,1975,2,1,1,no,no,no,yes,no,Not present,None,None,1017 RK,Leidsebuurt Noordoost,1500
1017 RK Amsterdam (Leidsebuurt Noordoost),117.0,1906,3,2,2,yes,no,no,yes,no,Not present,None,"Shower, Bath, Toilet",1017 RK,Leidsebuurt Noordoost,2500
1017 RK Amsterdam (Leidsebuurt Noordoost),50.0,1975,2,1,1,no,no,no,yes,no,Not present,None,"Lift, Bath",1017 RK,Leidsebuurt Noordoost,1600
1017 ES Amsterdam (Van Loonbuurt),91.0,1700,2,1,1,no,no,no,yes,no,Not present,None,None,1017 ES,Van Loonbuurt,2850
1017 ES Amsterdam (Van Loonbuurt),91.0,1700,2,1,1,no,no,no,yes,no,Not present,None,None,1017 ES,Van Loonbuurt,2850
1017 KV Amsterdam (Weteringbuurt),106.0,1725,2,1,1,no,no,yes,yes,no,Not present,None,"Roof terrace, Toilet",1017 KV,Weteringbuurt,2450
1017 KV Amsterdam (Weteringbuurt),120.0,1869,3,2,2,yes,no,no,yes,no,Not present,None,Bath,1017 KV,Weteringbuurt,3400
1017 CW Amsterdam (Rembrandtpleinbuurt),85.0,1900,4,3,1,no,no,no,yes,no,Not present,B,"Roof terrace, Shower",1017 CW,Rembrandtpleinbuurt,2250
1017 CW Amsterdam (Rembrandtpleinbuurt),85.0,1900,4,3,2,no,no,no,yes,no,Not present,B,"Roof terrace, Shower",1017 CW,Rembrandtpleinbuurt,2250
1017 ZB Amsterdam (Den Texbuurt),70.0,1890,3,2,1,yes,no,yes,yes,no,Not present,C,None,1017 ZB,Den Texbuurt,1875
1017 ZB Amsterdam (Den Texbuurt),70.0,1890,3,2,1,yes,no,yes,yes,no,Not present,C,None,1017 ZB,Den Texbuurt,1875
1017 BJ Amsterdam (Gouden Bocht),39.0,1905,2,1,1,no,no,no,yes,no,Not present,B,None,1017 BJ,Gouden Bocht,1650
1017 BJ Amsterdam (Gouden Bocht),39.0,1905,2,1,1,no,no,no,yes,no,Not present,B,None,1017 BJ,Gouden Bocht,1650
1017 DP Amsterdam (Spiegelbuurt),60.0,1800,2,1,1,no,no,no,yes,no,Not present,None,None,1017 DP,Spiegelbuurt,1850
1017 DP Amsterdam (Spiegelbuurt),60.0,1800,2,1,1,no,no,no,yes,no,Not present,None,None,1017 DP,Spiegelbuurt,1850
1017 WB Amsterdam (Utrechtsebuurt Zuid),70.0,1780,3,2,1,no,no,yes,yes,no,Not present,F,None,1017 WB,Utrechtsebuurt Zuid,1800
1017 WB Amsterdam (Utrechtsebuurt Zuid),70.0,1780,2,1,1,no,no,yes,yes,no,Not present,F,None,1017 WB,Utrechtsebuurt Zuid,1500
1017 DS Amsterdam (Van Loonbuurt),155.0,1715,4,3,2,no,yes,no,no,no,"Present (20 m², located on the south)",None,"Lift, Fireplace, Storage space, Shower, Toilet",1017 DS,Van Loonbuurt,4450
1017 DS Amsterdam (Van Loonbuurt),85.0,1672,3,2,1,no,no,no,yes,no,Not present,None,"Shower, Bath, Toilet",1017 DS,Van Loonbuurt,2250
1017 DS Amsterdam (Van Loonbuurt),155.0,1715,4,3,2,no,yes,no,no,no,"Present (20 m², located on the south)",None,"Lift, Fireplace, Storage space, Shower, Toilet",1017 DS,Van Loonbuurt,3750
1017 CD Amsterdam (Rembrandtpleinbuurt),130.0,1710,3,2,2,no,no,no,yes,no,Not present,A,"Swimming pool, Lift, Air-conditioning",1017 CD,Rembrandtpleinbuurt,3950
1017 CD Amsterdam (Rembrandtpleinbuurt),130.0,1710,3,2,2,no,no,no,yes,no,Not present,A,"Swimming pool, Lift, Air-conditioning, Toilet",1017 CD,Rembrandtpleinbuurt,2950
1017 XN Amsterdam (Frederikspleinbuurt),125.0,1962,3,2,1,yes,no,yes,no,no,Not present,None,Toilet,1017 XN,Frederikspleinbuurt,2750
1017 XN Amsterdam (Frederikspleinbuurt),125.0,1962,3,2,1,yes,no,yes,no,no,Not present,None,Toilet,1017 XN,Frederikspleinbuurt,2750
1017 HG Amsterdam (Van Loonbuurt),43.0,1925,2,1,1,no,no,no,yes,no,Not present,A,Shower,1017 HG,Van Loonbuurt,1300
1017 HG Amsterdam (Van Loonbuurt),43.0,1925,2,1,1,no,no,no,yes,no,Not present,A,Shower,1017 HG,Van Loonbuurt,1250
1017 RN Amsterdam (Weteringbuurt),55.0,1980,2,1,1,yes,no,no,yes,no,Not present,B,"Bath, Toilet",1017 RN,Weteringbuurt,1450
1017 EL Amsterdam (Spiegelbuurt),50.0,1671,2,1,1,no,no,no,yes,no,Not present,None,None,1017 EL,Spiegelbuurt,1500
1017 HX Amsterdam (Amstelveldbuurt),75.0,1990,3,2,1,no,yes,no,no,no,Not present,C,"Storage space, Bath, Toilet",1017 HX,Amstelveldbuurt,1975
1017 VM Amsterdam (Utrechtsebuurt Zuid),45.0,1700,2,1,1,no,no,no,no,no,Not present,A,"Bath, Toilet",1017 VM,Utrechtsebuurt Zuid,1450
1017 CX Amsterdam (Rembrandtpleinbuurt),43.0,1985,2,1,1,no,no,no,yes,no,Not present,G,Shower,1017 CX,Rembrandtpleinbuurt,1700
1017 DT Amsterdam (Van Loonbuurt),45.0,1750,2,1,1,no,no,no,yes,no,Not present,None,None,1017 DT,Van Loonbuurt,1250
1017 RL Amsterdam (Leidsebuurt Noordoost),110.0,1900,3,2,2,no,no,no,yes,no,Not present,E,"Fireplace, Shower, Bath, Toilet",1017 RL,Leidsebuurt Noordoost,2250
1017 DG Amsterdam (Spiegelbuurt),70.0,1900,3,2,1,no,no,no,yes,no,Not present,None,None,1017 DG,Spiegelbuurt,1600
1017 AB Amsterdam (Reguliersbuurt),100.0,1946,3,2,1,no,no,no,yes,no,Not present,D,"Bath, Toilet",1017 AB,Reguliersbuurt,1950
1017 GZ Amsterdam (Van Loonbuurt),81.0,1905,2,1,1,no,no,no,yes,no,Not present,E,"Lift, Shower, Bath, Toilet",1017 GZ,Van Loonbuurt,1800
1017 TR Amsterdam (Weteringbuurt),75.0,1870,3,2,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1017 TR,Weteringbuurt,2250
1017 TR Amsterdam (Weteringbuurt),75.0,1670,3,2,1,no,no,yes,yes,no,Not present,None,Toilet,1017 TR,Weteringbuurt,2250
1017 HC Amsterdam (Van Loonbuurt),70.0,1688,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1017 HC,Van Loonbuurt,1950
1017 ZE Amsterdam (Frederikspleinbuurt),60.0,2019,3,2,1,yes,no,yes,yes,no,Not present,None,"Lift, Toilet",1017 ZE,Frederikspleinbuurt,2150
1017 GL Amsterdam (Leidsegracht Zuid),55.0,1976,3,2,1,no,no,yes,yes,no,Not present,B,"Shower, Toilet",1017 GL,Leidsegracht Zuid,1750
1017 SV Amsterdam (Weteringbuurt),40.0,1800,2,1,1,yes,no,no,yes,no,Not present,B,"Shower, Bath, Toilet",1017 SV,Weteringbuurt,1500
1017 WK Amsterdam (Utrechtsebuurt Zuid),100.0,2010,3,2,1,yes,yes,yes,yes,yes,Not present,D,"Air-conditioning, Storage space, Bath, Toilet",1017 WK,Utrechtsebuurt Zuid,2850
1017 JN Amsterdam (Utrechtsebuurt Zuid),75.0,1920,3,2,2,no,no,no,yes,no,Not present,None,None,1017 JN,Utrechtsebuurt Zuid,1650
1017 KE Amsterdam (Leidsebuurt Noordoost),80.0,1700,3,2,1,no,no,no,yes,no,Not present,None,None,1017 KE,Leidsebuurt Noordoost,1700
1017 WP Amsterdam (Frederikspleinbuurt),115.0,1723,3,2,1,yes,no,no,yes,no,Not present,None,"Bath, Toilet",1017 WP,Frederikspleinbuurt,3450
1017 RJ Amsterdam (Leidsebuurt Noordoost),62.0,1915,2,1,1,no,no,no,yes,no,Not present,None,None,1017 RJ,Leidsebuurt Noordoost,1300
1017 RS Amsterdam (Leidsebuurt Zuidoost),45.0,1890,2,1,1,no,yes,no,yes,no,Not present,F,"Storage space, Toilet",1017 RS,Leidsebuurt Zuidoost,1600
1017 CE Amsterdam (Rembrandtpleinbuurt),110.0,1880,4,3,2,yes,no,no,no,no,Not present,None,"Shower, Bath, Toilet",1017 CE,Rembrandtpleinbuurt,3100
1017 RZ Amsterdam (Den Texbuurt),87.0,1873,3,2,1,no,no,no,yes,no,Not present,E,Roof terrace,1017 RZ,Den Texbuurt,2450
1017 WJ Amsterdam (Utrechtsebuurt Zuid),90.0,1905,3,2,1,no,no,no,yes,no,Not present,None,None,1017 WJ,Utrechtsebuurt Zuid,1850
1017 JK Amsterdam (Amstelveldbuurt),100.0,1906,3,2,1,yes,yes,no,yes,no,Not present,None,Storage space,1017 JK,Amstelveldbuurt,2350
1016 SG Amsterdam (Elandsgrachtbuurt),120.0,2016,3,2,2,yes,no,yes,no,no,Not present,A,Toilet,1016 SG,Elandsgrachtbuurt,2375
1016 SG Amsterdam (Elandsgrachtbuurt),100.0,2016,3,2,2,yes,no,yes,no,no,Not present,A,Toilet,1016 SG,Elandsgrachtbuurt,2150
1016 SG Amsterdam (Elandsgrachtbuurt),100.0,2016,3,2,2,yes,no,yes,no,no,Not present,A,Toilet,1016 SG,Elandsgrachtbuurt,2150
1016 LV Amsterdam (Elandsgrachtbuurt),85.0,1930,3,2,1,no,no,no,yes,no,Not present,None,"Cable TV, Internet connection, Roof terrace, Toilet",1016 LV,Elandsgrachtbuurt,2650
1016 LV Amsterdam (Elandsgrachtbuurt),40.0,1928,2,1,1,no,no,no,no,no,Not present,D,"Roof terrace, Shower, Toilet",1016 LV,Elandsgrachtbuurt,1300
1016 XW Amsterdam (Marnixbuurt Zuid),70.0,1005,3,2,1,no,no,no,yes,no,Not present,None,None,1016 XW,Marnixbuurt Zuid,1100
1016 XW Amsterdam (Marnixbuurt Zuid),68.0,1905,2,1,1,yes,yes,no,yes,no,Not present,G,"Storage space, Shower, Toilet",1016 XW,Marnixbuurt Zuid,1503
1016 AD Amsterdam (Felix Meritisbuurt),125.0,1600,4,3,2,no,no,yes,no,no,Not present,None,"Bath, Toilet",1016 AD,Felix Meritisbuurt,2600
1016 AD Amsterdam (Felix Meritisbuurt),125.0,1600,4,3,2,no,no,yes,no,no,Not present,None,"Bath, Toilet",1016 AD,Felix Meritisbuurt,2600
1016 AM Amsterdam (Felix Meritisbuurt),65.0,1005,3,2,2,no,no,no,yes,no,Not present,None,"Cable TV, Internet connection",1016 AM,Felix Meritisbuurt,1400
1016 TX Amsterdam (Elandsgrachtbuurt),50.0,1005,2,1,1,yes,no,no,yes,no,Not present,A,None,1016 TX,Elandsgrachtbuurt,1800
1016 GC Amsterdam (Leidsegracht Noord),54.0,1906,2,1,1,no,no,yes,yes,no,Not present,None,Toilet,1016 GC,Leidsegracht Noord,1900
1016 LT Amsterdam (Elandsgrachtbuurt),50.0,2017,2,1,1,yes,no,no,no,no,Not present,F,None,1016 LT,Elandsgrachtbuurt,1450
1016 LT Amsterdam (Elandsgrachtbuurt),96.0,1992,3,2,1,yes,no,no,yes,no,Not present,None,"Lift, Toilet",1016 LT,Elandsgrachtbuurt,2100
1016 TJ Amsterdam (Groenmarktkadebuurt),100.0,1880,3,2,1,yes,no,yes,yes,no,Not present,G,"Bath, Toilet",1016 TJ,Groenmarktkadebuurt,2150
1016 TJ Amsterdam (Groenmarktkadebuurt),70.0,1920,3,2,2,yes,no,no,no,no,Not present,C,None,1016 TJ,Groenmarktkadebuurt,1750
1016 EJ Amsterdam (Leidsegracht Noord),85.0,1800,2,1,1,no,no,no,no,no,Not present,G,None,1016 EJ,Leidsegracht Noord,1700
1016 EJ Amsterdam (Leidsegracht Noord),180.0,1939,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1016 EJ,Leidsegracht Noord,5250
1016 RE Amsterdam (Elandsgrachtbuurt),180.0,1995,3,2,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1016 RE,Elandsgrachtbuurt,5000
1016 RE Amsterdam (Elandsgrachtbuurt),180.0,1995,3,2,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1016 RE,Elandsgrachtbuurt,5000
1016 HJ Amsterdam (Elandsgrachtbuurt),68.0,1900,2,1,1,no,no,yes,yes,no,Not present,None,Roof terrace,1016 HJ,Elandsgrachtbuurt,1900
1016 VW Amsterdam (Elandsgrachtbuurt),80.0,1980,3,2,1,yes,no,yes,yes,no,Not present,None,"Shower, Toilet",1016 VW,Elandsgrachtbuurt,2650
1016 VW Amsterdam (Elandsgrachtbuurt),80.0,1980,3,2,1,yes,no,yes,yes,no,Not present,None,"Shower, Toilet",1016 VW,Elandsgrachtbuurt,2500
1016 XA Amsterdam (Elandsgrachtbuurt),75.0,2020,3,2,1,no,no,no,no,no,Not present,A,"Shower, Toilet",1016 XA,Elandsgrachtbuurt,1950
1016 HN Amsterdam (Felix Meritisbuurt),66.0,1953,3,2,1,yes,no,no,yes,no,Not present,C,None,1016 HN,Felix Meritisbuurt,2850
1016 HV Amsterdam (Leidsegracht Noord),50.0,1700,2,1,1,yes,no,yes,yes,no,Not present,None,Bath,1016 HV,Leidsegracht Noord,1400
1016 HV Amsterdam (Leidsegracht Noord),50.0,1700,2,1,1,no,no,yes,yes,no,Not present,None,Bath,1016 HV,Leidsegracht Noord,1350
1016 HV Amsterdam (Leidsegracht Noord),50.0,1700,2,1,1,yes,no,yes,yes,no,Not present,None,Bath,1016 HV,Leidsegracht Noord,1400
1016 HV Amsterdam (Leidsegracht Noord),50.0,1700,2,1,1,no,no,yes,yes,no,Not present,None,Bath,1016 HV,Leidsegracht Noord,1350
1016 GG Amsterdam (Felix Meritisbuurt),95.0,1929,4,3,1,no,no,no,yes,no,Not present,A,"Cable TV, Bath",1016 GG,Felix Meritisbuurt,5199
1016 BJ Amsterdam (Felix Meritisbuurt),70.0,1905,2,1,1,no,no,no,yes,no,Not present,None,"Air-conditioning, Toilet",1016 BJ,Felix Meritisbuurt,2500
1016 BJ Amsterdam (Felix Meritisbuurt),70.0,1905,2,1,1,no,no,no,yes,no,Not present,None,"Air-conditioning, Toilet",1016 BJ,Felix Meritisbuurt,2500
1016 GD Amsterdam (Leidsegracht Noord),65.0,1720,2,1,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1016 GD,Leidsegracht Noord,2250
1016 GD Amsterdam (Leidsegracht Noord),65.0,1720,2,1,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1016 GD,Leidsegracht Noord,2000
1016 VT Amsterdam (Elandsgrachtbuurt),60.0,1998,3,2,1,yes,yes,yes,yes,yes,Not present,C,"Lift, Storage space, Bath, Toilet",1016 VT,Elandsgrachtbuurt,1750
1016 VT Amsterdam (Elandsgrachtbuurt),63.0,1997,3,2,1,yes,no,no,yes,no,Not present,None,"Lift, Bath, Toilet",1016 VT,Elandsgrachtbuurt,1850
1016 VT Amsterdam (Elandsgrachtbuurt),61.0,1998,3,2,1,no,yes,yes,yes,yes,Not present,C,"Lift, Storage space, Roof terrace, Bath, Toilet",1016 VT,Elandsgrachtbuurt,1685
1016 VT Amsterdam (Elandsgrachtbuurt),59.0,1990,2,1,1,no,no,no,yes,no,Not present,B,Toilet,1016 VT,Elandsgrachtbuurt,1700
1016 VT Amsterdam (Elandsgrachtbuurt),94.0,1920,3,2,2,no,yes,yes,yes,yes,Not present,E,"Lift, Air-conditioning, Storage space, Bath, Toilet",1016 VT,Elandsgrachtbuurt,2700
1016 VT Amsterdam (Elandsgrachtbuurt),97.0,1920,3,2,1,no,yes,no,yes,no,Not present,F,"Storage space, Shower, Bath, Toilet",1016 VT,Elandsgrachtbuurt,2200
1016 GJ Amsterdam (Leidsegracht Noord),55.0,1939,2,1,1,no,no,no,yes,no,Not present,F,Toilet,1016 GJ,Leidsegracht Noord,1750
1016 HP Amsterdam (Felix Meritisbuurt),90.0,1900,3,2,1,no,no,no,yes,no,Not present,None,None,1016 HP,Felix Meritisbuurt,3000
1016 HP Amsterdam (Felix Meritisbuurt),90.0,1900,3,2,1,no,no,no,yes,no,Not present,None,None,1016 HP,Felix Meritisbuurt,3000
1016 XG Amsterdam (Passeerdersgrachtbuurt),115.0,1700,4,3,2,no,no,yes,no,no,Not present,None,"Bath, Toilet",1016 XG,Passeerdersgrachtbuurt,3600
1016 HT Amsterdam (Leidsegracht Noord),110.0,1700,3,2,1,no,no,no,yes,no,Not present,E,Toilet,1016 HT,Leidsegracht Noord,3000
1016 HT Amsterdam (Leidsegracht Noord),110.0,1700,3,2,1,no,no,no,yes,no,Not present,E,Toilet,1016 HT,Leidsegracht Noord,2500
1016 GA Amsterdam (Felix Meritisbuurt),175.0,1850,4,3,1,no,no,no,no,no,Not present,None,None,1016 GA,Felix Meritisbuurt,2750
1016 HC Amsterdam (Elandsgrachtbuurt),135.0,1900,3,2,1,yes,no,yes,yes,yes,Not present,C,Air-conditioning,1016 HC,Elandsgrachtbuurt,2850
1016 HC Amsterdam (Elandsgrachtbuurt),68.0,1900,3,2,2,yes,no,no,yes,no,Not present,C,"Air-conditioning, Shower, Toilet",1016 HC,Elandsgrachtbuurt,2075
1016 HC Amsterdam (Elandsgrachtbuurt),135.0,1900,3,2,1,yes,no,yes,yes,yes,Not present,C,Air-conditioning,1016 HC,Elandsgrachtbuurt,2850
1016 HC Amsterdam (Elandsgrachtbuurt),68.0,1900,2,1,2,yes,no,no,yes,no,Not present,C,"Air-conditioning, Shower, Toilet",1016 HC,Elandsgrachtbuurt,2075
1016 NB Amsterdam (Bloemgrachtbuurt),72.0,1900,3,2,1,no,no,no,yes,no,Not present,D,Toilet,1016 NB,Bloemgrachtbuurt,2100
1016 NB Amsterdam (Bloemgrachtbuurt),72.0,1900,3,2,1,no,no,no,yes,no,Not present,D,Toilet,1016 NB,Bloemgrachtbuurt,2100
1016 HD Amsterdam (Elandsgrachtbuurt),78.0,2014,3,2,1,yes,no,no,no,no,Not present,B,None,1016 HD,Elandsgrachtbuurt,2350
1016 AE Amsterdam (Felix Meritisbuurt),80.0,1750,3,2,1,no,no,no,no,no,Not present,None,Toilet,1016 AE,Felix Meritisbuurt,2000
1016 AE Amsterdam (Felix Meritisbuurt),80.0,1750,3,2,1,no,no,no,no,no,Not present,None,Toilet,1016 AE,Felix Meritisbuurt,2000
1016 CS Amsterdam (Passeerdersgrachtbuurt),144.0,1903,3,2,1,no,no,yes,yes,no,Not present,F,"Bath, Toilet",1016 CS,Passeerdersgrachtbuurt,2750
1016 HK Amsterdam (Felix Meritisbuurt),68.0,1650,2,1,1,no,no,no,yes,no,Not present,None,"Shower, Toilet",1016 HK,Felix Meritisbuurt,1675
1016 HK Amsterdam (Felix Meritisbuurt),85.0,1900,2,1,1,no,yes,no,yes,no,Present (1 m²),D,"Lift, Storage space",1016 HK,Felix Meritisbuurt,1950
1016 HK Amsterdam (Felix Meritisbuurt),55.0,1910,2,1,1,no,no,yes,yes,no,Not present,C,None,1016 HK,Felix Meritisbuurt,1700
1016 HK Amsterdam (Felix Meritisbuurt),55.0,1903,2,1,1,no,no,yes,yes,no,Not present,C,Bath,1016 HK,Felix Meritisbuurt,1700
1016 HK Amsterdam (Felix Meritisbuurt),68.0,1650,2,1,1,no,no,no,yes,no,Not present,None,"Shower, Toilet",1016 HK,Felix Meritisbuurt,1675
1016 DR Amsterdam (Leliegracht e.o.),115.0,1700,2,1,2,no,no,no,yes,no,Not present,None,"Air-conditioning, Bath, Toilet",1016 DR,Leliegracht e.o.,2250
1016 DR Amsterdam (Leliegracht e.o.),115.0,1750,2,1,2,no,no,no,yes,no,Not present,None,"Shower, Bath, Toilet",1016 DR,Leliegracht e.o.,2250
1016 DR Amsterdam (Leliegracht e.o.),130.0,1700,2,1,1,no,no,no,yes,no,Not present,None,None,1016 DR,Leliegracht e.o.,2250
1016 HG Amsterdam (Elandsgrachtbuurt),70.0,1870,2,1,1,no,no,no,yes,no,Not present,G,Toilet,1016 HG,Elandsgrachtbuurt,1700
1016 NH Amsterdam (Bloemgrachtbuurt),88.0,1900,3,2,1,no,no,no,yes,no,Not present,C,Toilet,1016 NH,Bloemgrachtbuurt,1850
1016 ZA Amsterdam (Passeerdersgrachtbuurt),60.0,1990,2,1,1,yes,no,no,yes,no,Not present,C,"Shower, Bath",1016 ZA,Passeerdersgrachtbuurt,1750
1016 DB Amsterdam (Felix Meritisbuurt),38.0,1906,2,1,1,no,no,no,yes,no,Not present,D,None,1016 DB,Felix Meritisbuurt,1550
1016 SR Amsterdam (Elandsgrachtbuurt),34.0,1984,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Toilet",1016 SR,Elandsgrachtbuurt,1200
1016 VS Amsterdam (Elandsgrachtbuurt),64.0,1925,2,1,1,yes,no,no,yes,no,Not present,None,Toilet,1016 VS,Elandsgrachtbuurt,1995
1016 EW Amsterdam (Felix Meritisbuurt),90.0,1700,2,1,1,no,no,yes,yes,no,Not present,E,"Lift, Bath",1016 EW,Felix Meritisbuurt,2175
1016 VX Amsterdam (Elandsgrachtbuurt),70.0,1005,2,1,1,no,no,no,yes,no,Not present,None,Bath,1016 VX,Elandsgrachtbuurt,1600
1016 KE Amsterdam (Bloemgrachtbuurt),80.0,1905,3,2,1,no,yes,no,no,no,Not present,C,Storage space,1016 KE,Bloemgrachtbuurt,2078
1016 XM Amsterdam (Passeerdersgrachtbuurt),68.0,1710,2,1,1,no,yes,no,yes,no,Not present,None,"Storage space, Shower, Bath, Toilet",1016 XM,Passeerdersgrachtbuurt,2500
1016 VB Amsterdam (Elandsgrachtbuurt),75.0,1910,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1016 VB,Elandsgrachtbuurt,1950
1016 EG Amsterdam (Felix Meritisbuurt),130.0,1005,3,2,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1016 EG,Felix Meritisbuurt,2800
1016 BZ Amsterdam (Felix Meritisbuurt),70.0,1905,3,2,1,no,no,no,yes,no,Not present,None,Air-conditioning,1016 BZ,Felix Meritisbuurt,1900
1016 AS Amsterdam (Leidsegracht Noord),95.0,1885,4,3,1,no,no,no,yes,no,Not present,None,None,1016 AS,Leidsegracht Noord,2650
1016 LC Amsterdam (Bloemgrachtbuurt),45.0,1750,2,1,1,no,no,no,yes,no,Not present,B,"Bath, Toilet",1016 LC,Bloemgrachtbuurt,1500
1016 BN Amsterdam (Leliegracht e.o.),54.0,1650,2,1,1,no,no,no,yes,no,Not present,None,Bath,1016 BN,Leliegracht e.o.,1600
1016 ER Amsterdam (Leidsegracht Noord),90.0,1900,3,2,1,no,no,no,yes,no,Not present,None,Bath,1016 ER,Leidsegracht Noord,1850
1016 DV Amsterdam (Felix Meritisbuurt),78.0,1900,2,1,1,no,no,no,yes,no,Not present,G,None,1016 DV,Felix Meritisbuurt,1650
1016 CL Amsterdam (Leidsegracht Zuid),92.0,1800,2,1,1,no,no,no,no,no,Not present,None,None,1016 CL,Leidsegracht Zuid,1995
1016 TA Amsterdam (Groenmarktkadebuurt),75.0,1993,3,2,1,yes,no,no,yes,no,Not present,None,"Lift, Shower, Toilet",1016 TA,Groenmarktkadebuurt,1800
1016 ET Amsterdam (Felix Meritisbuurt),60.0,1945,2,1,1,no,no,no,yes,no,Not present,None,None,1016 ET,Felix Meritisbuurt,1350
1016 KP Amsterdam (Bloemgrachtbuurt),56.0,1800,2,1,1,no,no,no,no,no,Not present,None,"Lift, Toilet",1016 KP,Bloemgrachtbuurt,1700
1016 KP Amsterdam (Bloemgrachtbuurt),64.0,1800,2,1,1,no,no,no,no,no,Not present,None,"Lift, Toilet",1016 KP,Bloemgrachtbuurt,1750
1016 KP Amsterdam (Bloemgrachtbuurt),40.0,1800,2,1,2,no,no,no,no,no,Not present,None,"Shower, Toilet",1016 KP,Bloemgrachtbuurt,1500
1016 KP Amsterdam (Bloemgrachtbuurt),50.0,1800,2,1,1,no,no,no,no,no,Not present,None,Toilet,1016 KP,Bloemgrachtbuurt,1800
1016 KP Amsterdam (Bloemgrachtbuurt),50.0,1800,2,1,1,no,no,no,no,no,Not present,None,Toilet,1016 KP,Bloemgrachtbuurt,1700
1016 KP Amsterdam (Bloemgrachtbuurt),79.0,1800,3,2,1,no,no,no,no,no,Not present,None,None,1016 KP,Bloemgrachtbuurt,1950
1016 KP Amsterdam (Bloemgrachtbuurt),67.0,1800,3,2,1,no,no,no,no,no,Not present,None,"Roof terrace, Bath, Toilet",1016 KP,Bloemgrachtbuurt,2000
1016 KP Amsterdam (Bloemgrachtbuurt),57.0,1800,2,1,1,no,no,no,no,no,Not present,None,"Lift, Toilet",1016 KP,Bloemgrachtbuurt,1700
1015 BC Amsterdam (Langestraat e.o.),45.0,1650,2,1,1,no,no,no,yes,no,Not present,E,"Cable TV, Internet connection, Lift",1015 BC,Langestraat e.o.,1600
1015 BC Amsterdam (Langestraat e.o.),45.0,1650,2,1,1,no,no,no,yes,no,Not present,E,"Cable TV, Internet connection, Lift",1015 BC,Langestraat e.o.,1600
1015 JS Amsterdam (Driehoekbuurt),55.0,1937,2,1,1,no,no,no,yes,no,Not present,None,"Cable TV, Internet connection",1015 JS,Driehoekbuurt,1400
1015 JS Amsterdam (Driehoekbuurt),52.0,2015,3,2,1,yes,no,no,yes,no,Not present,A,"Shower, Bath, Toilet",1015 JS,Driehoekbuurt,1675
1015 DS Amsterdam (Leliegracht e.o.),122.0,1750,3,2,1,yes,yes,no,yes,no,Not present,C,"Lift, Storage space, Bath",1015 DS,Leliegracht e.o.,3250
1015 DS Amsterdam (Leliegracht e.o.),122.0,1750,3,2,1,yes,yes,no,yes,no,Not present,C,"Lift, Storage space, Bath",1015 DS,Leliegracht e.o.,3250
1015 DS Amsterdam (Leliegracht e.o.),110.0,1750,3,2,1,yes,no,no,yes,no,Not present,F,Bath,1015 DS,Leliegracht e.o.,2600
1015 KV Amsterdam (Anjeliersbuurt Noord),40.0,1923,2,1,1,no,no,no,yes,no,Not present,None,"Cable TV, Internet connection",1015 KV,Anjeliersbuurt Noord,1190
1015 DA Amsterdam (Leliegracht e.o.),90.0,1880,3,2,1,no,no,no,yes,no,Not present,None,"Cable TV, Internet connection, Bath, Toilet",1015 DA,Leliegracht e.o.,1750
1015 DA Amsterdam (Leliegracht e.o.),130.0,1900,3,2,1,no,no,no,yes,no,Not present,None,"Roof terrace, Bath",1015 DA,Leliegracht e.o.,2250
1015 CR Amsterdam (Langestraat e.o.),125.0,1730,4,3,1,no,no,no,no,no,Not present,None,None,1015 CR,Langestraat e.o.,2950
1015 CR Amsterdam (Langestraat e.o.),135.0,1992,3,2,2,yes,no,yes,yes,yes,Present (1 m²),None,"Lift, Shower, Bath",1015 CR,Langestraat e.o.,3450
1015 CR Amsterdam (Langestraat e.o.),135.0,1992,3,2,2,yes,no,yes,yes,yes,Not present,None,"Lift, Shower, Bath",1015 CR,Langestraat e.o.,2750
1015 CR Amsterdam (Langestraat e.o.),125.0,1730,4,3,1,no,no,no,no,no,Not present,None,None,1015 CR,Langestraat e.o.,2250
1015 KL Amsterdam (Driehoekbuurt),115.0,1930,3,2,1,no,no,no,yes,no,Not present,G,"Cable TV, Internet connection, Fireplace, Roof terrace, Bath",1015 KL,Driehoekbuurt,2995
1015 KL Amsterdam (Driehoekbuurt),115.0,1930,3,2,1,no,no,no,yes,no,Not present,G,"Cable TV, Internet connection, Fireplace, Roof terrace, Bath",1015 KL,Driehoekbuurt,2995
1015 HM Amsterdam (Driehoekbuurt),65.0,1910,3,2,1,yes,no,no,yes,no,Not present,D,None,1015 HM,Driehoekbuurt,1749
